PdfType: replica
Format: lhagrid1
---
1.00000E-07 1.58489E-07 2.51189E-07 3.98107E-07 6.30957E-07 1.00000E-06 1.58489E-06 2.51189E-06 3.98107E-06 6.30957E-06 1.00000E-05 1.58489E-05 2.51189E-05 3.98107E-05 6.30957E-05 1.00000E-04 1.58489E-04 2.51189E-04 3.98107E-04 6.30957E-04 1.00000E-03 1.58489E-03 2.51189E-03 3.98107E-03 6.30957E-03 1.00000E-02 1.25893E-02 1.58489E-02 1.99526E-02 2.51189E-02 3.16228E-02 3.98107E-02 5.01187E-02 6.30957E-02 7.94328E-02 1.00000E-01 1.25900E-01 1.58500E-01 1.99500E-01 2.51200E-01 3.16200E-01 3.98100E-01 5.01200E-01 6.31000E-01 7.94300E-01 1.00000E+00
1.00000E+00 1.09854E+00 1.20679E+00 1.32571E+00 1.45635E+00 1.59986E+00 1.75751E+00 1.93070E+00 2.12095E+00 2.32995E+00 2.55955E+00 2.81177E+00 3.08884E+00 3.39322E+00 3.72759E+00 4.09492E+00 4.49843E+00 4.94171E+00 5.42868E+00 5.96362E+00 6.55129E+00 7.19686E+00 7.90604E+00 8.68511E+00 9.54095E+00 1.04811E+01 1.15140E+01 1.26486E+01 1.38950E+01 1.52642E+01 1.67683E+01 1.84207E+01 2.02359E+01 2.22300E+01 2.44205E+01 2.68270E+01 2.94705E+01 3.23746E+01 3.55648E+01 3.90694E+01 4.29193E+01 4.71487E+01 5.17947E+01 5.68987E+01 6.25055E+01 6.86649E+01 7.54312E+01 8.28643E+01 9.10298E+01 1.00000E+02
-5 -4 -3 -2 -1 0 1 2 3 4 5
0.00000E+00 0.00000E+00 -6.18369E-02 2.84443E+00 2.84512E+00 -3.28979E+00 2.84425E+00 2.84413E+00 -6.17673E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 -5.76967E-02 2.54374E+00 2.54450E+00 -3.02397E+00 2.54395E+00 2.54498E+00 -5.76860E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 -5.41124E-02 2.27409E+00 2.27494E+00 -2.78771E+00 2.27422E+00 2.27545E+00 -5.41196E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 -5.09862E-02 2.03227E+00 2.03320E+00 -2.57777E+00 2.03225E+00 2.03345E+00 -5.09938E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 -4.82340E-02 1.81537E+00 1.81638E+00 -2.39149E+00 1.81528E+00 1.81649E+00 -4.82370E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 -4.57753E-02 1.62078E+00 1.62187E+00 -2.22661E+00 1.62070E+00 1.62205E+00 -4.57743E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 -4.35286E-02 1.44617E+00 1.44736E+00 -2.08109E+00 1.44615E+00 1.44773E+00 -4.35258E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 -4.14089E-02 1.28947E+00 1.29077E+00 -1.95309E+00 1.28951E+00 1.29140E+00 -4.14062E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 -3.93266E-02 1.14883E+00 1.15026E+00 -1.84095E+00 1.14892E+00 1.15118E+00 -3.93250E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 -3.71862E-02 1.02261E+00 1.02417E+00 -1.74319E+00 1.02273E+00 1.02540E+00 -3.71859E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 -3.48852E-02 9.09357E-01 9.11065E-01 -1.65846E+00 9.09502E-01 9.12645E-01 -3.48859E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 -3.23133E-02 8.07763E-01 8.09629E-01 -1.58548E+00 8.07944E-01 8.11653E-01 -3.23146E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 -2.93516E-02 7.16680E-01 7.18714E-01 -1.52297E+00 7.16928E-01 7.21328E-01 -2.93531E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 -2.58731E-02 6.35094E-01 6.37303E-01 -1.46951E+00 6.35461E-01 6.40717E-01 -2.58747E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 -2.17435E-02 5.62109E-01 5.64492E-01 -1.42330E+00 5.62676E-01 5.68989E-01 -2.17452E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 -1.68242E-02 4.96938E-01 4.99486E-01 -1.38192E+00 4.97828E-01 5.05441E-01 -1.68262E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 -1.09766E-02 4.38892E-01 4.41579E-01 -1.34194E+00 4.40291E-01 4.49490E-01 -1.09792E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 -4.06849E-03 3.87374E-01 3.90146E-01 -1.29846E+00 3.89564E-01 4.00672E-01 -4.07218E-03 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 4.01702E-03 3.41872E-01 3.44632E-01 -1.24444E+00 3.45281E-01 3.58663E-01 4.01190E-03 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 1.33712E-02 3.01956E-01 3.04548E-01 -1.17009E+00 3.07233E-01 3.23281E-01 1.33644E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 2.40448E-02 2.67293E-01 2.69465E-01 -1.06220E+00 2.75415E-01 2.94533E-01 2.40365E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 3.60280E-02 2.37657E-01 2.39034E-01 -9.03957E-01 2.50079E-01 2.72668E-01 3.60200E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 4.92176E-02 2.12967E-01 2.12999E-01 -6.75743E-01 2.31826E-01 2.58276E-01 4.92156E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 6.33536E-02 1.93306E-01 1.91232E-01 -3.58298E-01 2.21688E-01 2.52419E-01 6.33743E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 7.78975E-02 1.78914E-01 1.73736E-01 5.98682E-02 2.21176E-01 2.56800E-01 7.79821E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 9.17953E-02 1.70060E-01 1.60576E-01 5.68356E-01 2.32166E-01 2.73910E-01 9.20397E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 9.79383E-02 1.67712E-01 1.55594E-01 8.42080E-01 2.42557E-01 2.88239E-01 9.83297E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 1.03087E-01 1.66643E-01 1.51586E-01 1.11366E+00 2.56430E-01 3.07024E-01 1.03696E-01 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 1.06780E-01 1.66643E-01 1.48385E-01 1.36634E+00 2.73817E-01 3.30735E-01 1.07701E-01 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 1.08456E-01 1.67348E-01 1.45701E-01 1.57950E+00 2.94568E-01 3.59801E-01 1.09815E-01 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 1.07493E-01 1.68197E-01 1.43084E-01 1.73072E+00 3.18294E-01 3.94560E-01 1.09438E-01 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 1.03275E-01 1.68403E-01 1.39904E-01 1.79967E+00 3.44314E-01 4.35183E-01 1.05967E-01 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 9.53405E-02 1.66966E-01 1.35359E-01 1.77426E+00 3.71627E-01 4.81589E-01 9.89170E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 8.35899E-02 1.62747E-01 1.28562E-01 1.65774E+00 3.98923E-01 5.33327E-01 8.81038E-02 0.00000E+00 0.00000E+00
