PdfType: replica
Format: lhagrid1
---
1.00000E-07 1.58489E-07 2.51189E-07 3.98107E-07 6.30957E-07 1.00000E-06 1.58489E-06 2.51189E-06 3.98107E-06 6.30957E-06 1.00000E-05 1.58489E-05 2.51189E-05 3.98107E-05 6.30957E-05 1.00000E-04 1.58489E-04 2.51189E-04 3.98107E-04 6.30957E-04 1.00000E-03 1.58489E-03 2.51189E-03 3.98107E-03 6.30957E-03 1.00000E-02 1.25893E-02 1.58489E-02 1.99526E-02 2.51189E-02 3.16228E-02 3.98107E-02 5.01187E-02 6.30957E-02 7.94328E-02 1.00000E-01 1.25900E-01 1.58500E-01 1.99500E-01 2.51200E-01 3.16200E-01 3.98100E-01 5.01200E-01 6.31000E-01 7.94300E-01 1.00000E+00
1.00000E+00 1.09854E+00 1.20679E+00 1.32571E+00 1.45635E+00 1.59986E+00 1.75751E+00 1.93070E+00 2.12095E+00 2.32995E+00 2.55955E+00 2.81177E+00 3.08884E+00 3.39322E+00 3.72759E+00 4.09492E+00 4.49843E+00 4.94171E+00 5.42868E+00 5.96362E+00 6.55129E+00 7.19686E+00 7.90604E+00 8.68511E+00 9.54095E+00 1.04811E+01 1.15140E+01 1.26486E+01 1.38950E+01 1.52642E+01 1.67683E+01 1.84207E+01 2.02359E+01 2.22300E+01 2.44205E+01 2.68270E+01 2.94705E+01 3.23746E+01 3.55648E+01 3.90694E+01 4.29193E+01 4.71487E+01 5.17947E+01 5.68987E+01 6.25055E+01 6.86649E+01 7.54312E+01 8.28643E+01 9.10298E+01 1.00000E+02
-5 -4 -3 -2 -1 0 1 2 3 4 5
0.00000E+00 0.00000E+00 8.60788E-02 1.59226E-01 1.19941E-01 1.57419E+00 4.28209E-01 5.88263E-01 8.62684E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 6.58657E-02 1.47085E-01 1.06361E-01 1.31775E+00 4.47191E-01 6.43199E-01 6.65420E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 4.38432E-02 1.29014E-01 8.95403E-02 1.07865E+00 4.59095E-01 6.97745E-01 4.56691E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 2.41433E-02 1.04325E-01 6.99928E-02 8.87479E-01 4.59563E-01 7.46037E-01 2.82389E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 1.01463E-02 7.44460E-02 4.91780E-02 7.33258E-01 4.43404E-01 7.78298E-01 1.77312E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 2.76111E-03 4.38437E-02 2.94227E-02 5.67657E-01 4.04842E-01 7.79599E-01 1.37988E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 4.28759E-04 1.92755E-02 1.36100E-02 3.59715E-01 3.38629E-01 7.30066E-01 1.17325E-02 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 1.53090E-03 5.33616E-03 3.83089E-03 1.53020E-01 2.43223E-01 6.10230E-01 7.12128E-03 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 8.00457E-03 6.80898E-04 6.93549E-05 3.10156E-02 1.31392E-01 4.17029E-01 1.97289E-03 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 2.12122E-02 1.46088E-05 -2.43694E-04 6.55513E-04 3.95261E-02 1.91386E-01 1.30680E-04 0.00000E+00 0.00000E+00
0.00000E+00 0.00000E+00 1.56236E-02 -2.28223E-05 -1.59165E-05 -3.51517E-04 2.58652E-03 3.16674E-02 7.24484E-06 0.00000E+00 0.00000E+00
