PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.4508287784959398E-009   2.1049041445120207E-009   3.0538555088334157E-009   4.4306214575838816E-009   6.4280731172843209E-009   9.3260334688321995E-009   1.3530477745798068E-008   1.9630406500402714E-008   2.8480358684358022E-008   4.1320124001153370E-008   5.9948425031894094E-008   8.6974900261778356E-008   1.2618568830660210E-007   1.8307382802953678E-007   2.6560877829466870E-007   3.8535285937105315E-007   5.5908101825122239E-007   8.1113083078968731E-007   1.1768119524349981E-006   1.7073526474706905E-006   2.4770763559917115E-006   3.5938136638046262E-006   5.2140082879996849E-006   7.5646332755462914E-006   1.0974987654930569E-005   1.5922827933410941E-005   2.3101297000831580E-005   3.3516026509388410E-005   4.8626015800653536E-005   7.0548023107186455E-005   1.0235310218990269E-004   1.4849682622544667E-004   2.1544346900318823E-004   3.1257158496882353E-004   4.5348785081285824E-004   6.5793322465756835E-004   9.5454845666183481E-004   1.3848863713938717E-003   2.0092330025650459E-003   2.9150530628251760E-003   4.2292428743894986E-003   6.1359072734131761E-003   8.9021508544503934E-003   1.2915496650148829E-002   1.8738174228603830E-002   2.7185882427329403E-002   3.9442060594376556E-002   5.7223676593502207E-002   8.3021756813197525E-002  0.10000000000000001       0.11836734693877551       0.13673469387755102       0.15510204081632653       0.17346938775510204       0.19183673469387758       0.21020408163265308       0.22857142857142856       0.24693877551020407       0.26530612244897961       0.28367346938775512       0.30204081632653063       0.32040816326530613       0.33877551020408170       0.35714285714285710       0.37551020408163271       0.39387755102040811       0.41224489795918373       0.43061224489795924       0.44897959183673475       0.46734693877551026       0.48571428571428565       0.50408163265306127       0.52244897959183678       0.54081632653061229       0.55918367346938780       0.57755102040816331       0.59591836734693870       0.61428571428571421       0.63265306122448983       0.65102040816326534       0.66938775510204085       0.68775510204081625       0.70612244897959175       0.72448979591836737       0.74285714285714288       0.76122448979591839       0.77959183673469379       0.79795918367346941       0.81632653061224492       0.83469387755102042       0.85306122448979593       0.87142857142857133       0.88979591836734695       0.90816326530612246       0.92653061224489797       0.94489795918367347       0.96326530612244898       0.98163265306122449        1.0000000000000000     
  0.99999999999999989        1.0768843285925549        1.1642787193942459        1.2640246654080958        1.3783565426534774        1.5099999999999998     
  -5 -4 -3 -2 -1 21  1  2  3  4  5
 0.0000000E+00  0.0000000E+00  7.9482564E-02  7.9464794E-02  7.9464809E-02  7.9955018E-05  7.9464891E-02  7.9464906E-02  7.9482549E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.2620938E-01  1.2619072E-01  1.2619075E-01  6.2562622E-01  1.2619086E-01  1.2619090E-01  1.2620937E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.0930769E-01  2.0928811E-01  2.0928817E-01  1.5861925E+00  2.0928831E-01  2.0928837E-01  2.0930768E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.3956693E-01  3.3954643E-01  3.3954651E-01  3.0123234E+00  3.3954669E-01  3.3954676E-01  3.3956692E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.2905436E-01  5.2903292E-01  5.2903302E-01  5.0837054E+00  5.2903324E-01  5.2903333E-01  5.2905435E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  7.9118742E-01  7.9116503E-01  7.9116515E-01  8.0403562E+00  7.9116541E-01  7.9116553E-01  7.9118741E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  8.0993304E-02  8.0971261E-02  8.0971282E-02  9.9642805E-05  8.0971473E-02  8.0971496E-02  8.0993353E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.2691963E-01  1.2689649E-01  1.2689653E-01  6.1945509E-01  1.2689676E-01  1.2689680E-01  1.2691967E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.0769417E-01  2.0766990E-01  2.0766997E-01  1.5669941E+00  2.0767024E-01  2.0767031E-01  2.0769420E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.3331051E-01  3.3328511E-01  3.3328521E-01  2.9698845E+00  3.3328551E-01  3.3328561E-01  3.3331054E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.1488518E-01  5.1485863E-01  5.1485876E-01  5.0017823E+00  5.1485911E-01  5.1485924E-01  5.1488521E-01  0.0000000E+00  0.0000000E+00
