PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.4508287784959398E-009   2.1049041445120207E-009   3.0538555088334157E-009   4.4306214575838816E-009   6.4280731172843209E-009   9.3260334688321995E-009   1.3530477745798068E-008   1.9630406500402714E-008   2.8480358684358022E-008   4.1320124001153370E-008   5.9948425031894094E-008   8.6974900261778356E-008   1.2618568830660210E-007   1.8307382802953678E-007   2.6560877829466870E-007   3.8535285937105315E-007   5.5908101825122239E-007   8.1113083078968731E-007   1.1768119524349981E-006   1.7073526474706905E-006   2.4770763559917115E-006   3.5938136638046262E-006   5.2140082879996849E-006   7.5646332755462914E-006   1.0974987654930569E-005   1.5922827933410941E-005   2.3101297000831580E-005   3.3516026509388410E-005   4.8626015800653536E-005   7.0548023107186455E-005   1.0235310218990269E-004   1.4849682622544667E-004   2.1544346900318823E-004   3.1257158496882353E-004   4.5348785081285824E-004   6.5793322465756835E-004   9.5454845666183481E-004   1.3848863713938717E-003   2.0092330025650459E-003   2.9150530628251760E-003   4.2292428743894986E-003   6.1359072734131761E-003   8.9021508544503934E-003   1.2915496650148829E-002   1.8738174228603830E-002   2.7185882427329403E-002   3.9442060594376556E-002   5.7223676593502207E-002   8.3021756813197525E-002  0.10000000000000001       0.11836734693877551       0.13673469387755102       0.15510204081632653       0.17346938775510204       0.19183673469387758       0.21020408163265308       0.22857142857142856       0.24693877551020407       0.26530612244897961       0.28367346938775512       0.30204081632653063       0.32040816326530613       0.33877551020408170       0.35714285714285710       0.37551020408163271       0.39387755102040811       0.41224489795918373       0.43061224489795924       0.44897959183673475       0.46734693877551026       0.48571428571428565       0.50408163265306127       0.52244897959183678       0.54081632653061229       0.55918367346938780       0.57755102040816331       0.59591836734693870       0.61428571428571421       0.63265306122448983       0.65102040816326534       0.66938775510204085       0.68775510204081625       0.70612244897959175       0.72448979591836737       0.74285714285714288       0.76122448979591839       0.77959183673469379       0.79795918367346941       0.81632653061224492       0.83469387755102042       0.85306122448979593       0.87142857142857133       0.88979591836734695       0.90816326530612246       0.92653061224489797       0.94489795918367347       0.96326530612244898       0.98163265306122449        1.0000000000000000     
  0.99999999999999989        1.0768843285925549        1.1642787193942459        1.2640246654080958        1.3783565426534774        1.5099999999999998     
  -5 -4 -3 -2 -1 21  1  2  3  4  5
 0.0000000E+00  0.0000000E+00  3.5081215E+01  3.5093422E+01  3.5093422E+01  7.2867689E-03  3.5093422E+01  3.5093422E+01  3.5081215E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.5032907E+01  3.5045230E+01  3.5045230E+01  1.3778178E+01  3.5045230E+01  3.5045230E+01  3.5032907E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.5076500E+01  3.5088939E+01  3.5088939E+01  2.8614584E+01  3.5088939E+01  3.5088939E+01  3.5076500E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.5222296E+01  3.5234849E+01  3.5234849E+01  4.4682972E+01  3.5234849E+01  3.5234849E+01  3.5222296E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.5482074E+01  3.5494741E+01  3.5494741E+01  6.2197657E+01  3.5494741E+01  3.5494741E+01  3.5482074E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.5869163E+01  3.5881942E+01  3.5881942E+01  8.1432873E+01  3.5881943E+01  3.5881942E+01  3.5869163E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.0884605E+01  3.0897781E+01  3.0897781E+01  8.5980626E-03  3.0897781E+01  3.0897781E+01  3.0884605E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.0833423E+01  3.0846723E+01  3.0846723E+01  1.1976713E+01  3.0846723E+01  3.0846723E+01  3.0833423E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.0864003E+01  3.0877427E+01  3.0877427E+01  2.4862025E+01  3.0877427E+01  3.0877427E+01  3.0864003E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.0985840E+01  3.0999385E+01  3.0999385E+01  3.8817349E+01  3.0999386E+01  3.0999386E+01  3.0985839E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.1209720E+01  3.1223387E+01  3.1223387E+01  5.4041096E+01  3.1223388E+01  3.1223388E+01  3.1209720E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.1547786E+01  3.1561574E+01  3.1561574E+01  7.0788102E+01  3.1561574E+01  3.1561574E+01  3.1547786E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.7149442E+01  2.7163655E+01  2.7163655E+01  1.0096397E-02  2.7163655E+01  2.7163655E+01  2.7149442E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.7096842E+01  2.7111189E+01  2.7111189E+01  1.0392553E+01  2.7111189E+01  2.7111189E+01  2.7096842E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.7117146E+01  2.7131624E+01  2.7131624E+01  2.1565727E+01  2.7131625E+01  2.7131625E+01  2.7117146E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.7219105E+01  2.7233714E+01  2.7233714E+01  3.3670963E+01  2.7233714E+01  2.7233714E+01  2.7219105E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.7412596E+01  2.7427334E+01  2.7427334E+01  4.6892968E+01  2.7427335E+01  2.7427335E+01  2.7412596E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.7708676E+01  2.7723542E+01  2.7723542E+01  6.1469473E+01  2.7723543E+01  2.7723542E+01  2.7708676E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.3827302E+01  2.3842630E+01  2.3842630E+01  1.1805596E-02  2.3842630E+01  2.3842630E+01  2.3827302E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.3774507E+01  2.3789976E+01  2.3789976E+01  9.0017071E+00  2.3789977E+01  2.3789976E+01  2.3774507E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.3786878E+01  2.3802487E+01  2.3802487E+01  1.8674884E+01  2.3802487E+01  2.3802487E+01  2.3786878E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.3872477E+01  2.3888225E+01  2.3888225E+01  2.9163013E+01  2.3888225E+01  2.3888225E+01  2.3872477E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.4040342E+01  2.4056228E+01  2.4056228E+01  4.0638918E+01  2.4056229E+01  2.4056229E+01  2.4040342E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.4300537E+01  2.4316560E+01  2.4316560E+01  5.3325119E+01  2.4316561E+01  2.4316561E+01  2.4300537E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.0874781E+01  2.0891296E+01  2.0891296E+01  1.3752257E-02  2.0891296E+01  2.0891296E+01  2.0874780E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.0822805E+01  2.0839471E+01  2.0839471E+01  7.7827155E+00  2.0839471E+01  2.0839471E+01  2.0822804E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.0829232E+01  2.0846048E+01  2.0846048E+01  1.6144063E+01  2.0846049E+01  2.0846048E+01  2.0829232E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.0901487E+01  2.0918451E+01  2.0918450E+01  2.5221287E+01  2.0918451E+01  2.0918451E+01  2.0901487E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.1047833E+01  2.1064944E+01  2.1064944E+01  3.5176813E+01  2.1064945E+01  2.1064945E+01  2.1047833E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.1277422E+01  2.1294678E+01  2.1294678E+01  4.6219508E+01  2.1294680E+01  2.1294679E+01  2.1277422E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.8252828E+01  1.8270616E+01  1.8270616E+01  1.5966011E-02  1.8270615E+01  1.8270615E+01  1.8252829E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.8202507E+01  1.8220455E+01  1.8220455E+01  6.7163876E+00  1.8220455E+01  1.8220455E+01  1.8202508E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.8204679E+01  1.8222786E+01  1.8222786E+01  1.3932652E+01  1.8222786E+01  1.8222786E+01  1.8204680E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.8266170E+01  1.8284434E+01  1.8284433E+01  2.1781271E+01  1.8284435E+01  1.8284434E+01  1.8266170E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.8394528E+01  1.8412948E+01  1.8412948E+01  3.0415476E+01  1.8412950E+01  1.8412949E+01  1.8394529E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.8598068E+01  1.8616642E+01  1.8616642E+01  4.0031755E+01  1.8616644E+01  1.8616644E+01  1.8598068E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.5926411E+01  1.5945555E+01  1.5945555E+01  1.8479811E-02  1.5945554E+01  1.5945554E+01  1.5926408E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.5878428E+01  1.5897743E+01  1.5897742E+01  5.7855730E+00  1.5897742E+01  1.5897742E+01  1.5878426E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.5877764E+01  1.5897247E+01  1.5897247E+01  1.2004370E+01  1.5897247E+01  1.5897247E+01  1.5877762E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.5930688E+01  1.5950338E+01  1.5950337E+01  1.8785367E+01  1.5950339E+01  1.5950338E+01  1.5930686E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.6044086E+01  1.6063902E+01  1.6063901E+01  2.6273564E+01  1.6063903E+01  1.6063903E+01  1.6044084E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.6225499E+01  1.6245480E+01  1.6245479E+01  3.4654103E+01  1.6245482E+01  1.6245481E+01  1.6225497E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.3864130E+01  1.3884721E+01  1.3884722E+01  2.1330310E-02  1.3884724E+01  1.3884725E+01  1.3864129E+01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.3819028E+01  1.3839800E+01  1.3839800E+01  4.9749515E+00  1.3839804E+01  1.3839804E+01  1.3819028E+01  0.0000000E+00  0.0000000E+00
