PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.4508287784959398E-009   2.1049041445120207E-009   3.0538555088334157E-009   4.4306214575838816E-009   6.4280731172843209E-009   9.3260334688321995E-009   1.3530477745798068E-008   1.9630406500402714E-008   2.8480358684358022E-008   4.1320124001153370E-008   5.9948425031894094E-008   8.6974900261778356E-008   1.2618568830660210E-007   1.8307382802953678E-007   2.6560877829466870E-007   3.8535285937105315E-007   5.5908101825122239E-007   8.1113083078968731E-007   1.1768119524349981E-006   1.7073526474706905E-006   2.4770763559917115E-006   3.5938136638046262E-006   5.2140082879996849E-006   7.5646332755462914E-006   1.0974987654930569E-005   1.5922827933410941E-005   2.3101297000831580E-005   3.3516026509388410E-005   4.8626015800653536E-005   7.0548023107186455E-005   1.0235310218990269E-004   1.4849682622544667E-004   2.1544346900318823E-004   3.1257158496882353E-004   4.5348785081285824E-004   6.5793322465756835E-004   9.5454845666183481E-004   1.3848863713938717E-003   2.0092330025650459E-003   2.9150530628251760E-003   4.2292428743894986E-003   6.1359072734131761E-003   8.9021508544503934E-003   1.2915496650148829E-002   1.8738174228603830E-002   2.7185882427329403E-002   3.9442060594376556E-002   5.7223676593502207E-002   8.3021756813197525E-002  0.10000000000000001       0.11836734693877551       0.13673469387755102       0.15510204081632653       0.17346938775510204       0.19183673469387758       0.21020408163265308       0.22857142857142856       0.24693877551020407       0.26530612244897961       0.28367346938775512       0.30204081632653063       0.32040816326530613       0.33877551020408170       0.35714285714285710       0.37551020408163271       0.39387755102040811       0.41224489795918373       0.43061224489795924       0.44897959183673475       0.46734693877551026       0.48571428571428565       0.50408163265306127       0.52244897959183678       0.54081632653061229       0.55918367346938780       0.57755102040816331       0.59591836734693870       0.61428571428571421       0.63265306122448983       0.65102040816326534       0.66938775510204085       0.68775510204081625       0.70612244897959175       0.72448979591836737       0.74285714285714288       0.76122448979591839       0.77959183673469379       0.79795918367346941       0.81632653061224492       0.83469387755102042       0.85306122448979593       0.87142857142857133       0.88979591836734695       0.90816326530612246       0.92653061224489797       0.94489795918367347       0.96326530612244898       0.98163265306122449        1.0000000000000000     
  0.99999999999999989        1.0768843285925549        1.1642787193942459        1.2640246654080958        1.3783565426534774        1.5099999999999998     
  -5 -4 -3 -2 -1 21  1  2  3  4  5
 0.0000000E+00  0.0000000E+00  3.1960791E-01  3.1963453E-01  3.1963453E-01  1.8087064E-03  3.1963453E-01  3.1963453E-01  3.1960785E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.6166396E-01  3.6169160E-01  3.6169159E-01  6.8735421E-01  3.6169166E-01  3.6169165E-01  3.6166390E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  4.3784565E-01  4.3787432E-01  4.3787431E-01  1.7006950E+00  4.3787444E-01  4.3787443E-01  4.3784560E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.5855257E-01  5.5858228E-01  5.5858227E-01  3.1676538E+00  5.5858247E-01  5.5858246E-01  5.5855252E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  7.3546608E-01  7.3549685E-01  7.3549683E-01  5.2615874E+00  7.3549710E-01  7.3549709E-01  7.3546604E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  9.8161946E-01  9.8165130E-01  9.8165128E-01  8.2144884E+00  9.8165163E-01  9.8165160E-01  9.8161942E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.9869980E-01  2.9873189E-01  2.9873189E-01  2.2548335E-03  2.9873199E-01  2.9873199E-01  2.9869982E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.3979400E-01  3.3982733E-01  3.3982733E-01  6.6891245E-01  3.3982750E-01  3.3982750E-01  3.3979402E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  4.1357429E-01  4.1360886E-01  4.1360885E-01  1.6552350E+00  4.1360910E-01  4.1360910E-01  4.1357430E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.2969104E-01  5.2972688E-01  5.2972686E-01  3.0836351E+00  5.2972720E-01  5.2972719E-01  5.2969105E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  6.9892324E-01  6.9896035E-01  6.9896033E-01  5.1215549E+00  6.9896076E-01  6.9896074E-01  6.9892325E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  9.3324014E-01  9.3327855E-01  9.3327852E-01  7.9914110E+00  9.3327905E-01  9.3327902E-01  9.3324015E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.7909662E-01  2.7913540E-01  2.7913540E-01  2.7788388E-03  2.7913554E-01  2.7913555E-01  2.7909657E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.1927093E-01  3.1931119E-01  3.1931118E-01  6.5167792E-01  3.1931143E-01  3.1931142E-01  3.1927087E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.9073443E-01  3.9077620E-01  3.9077619E-01  1.6122472E+00  3.9077653E-01  3.9077652E-01  3.9073438E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.0242663E-01  5.0246991E-01  5.0246990E-01  3.0033952E+00  5.0247035E-01  5.0247033E-01  5.0242657E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  6.6427653E-01  6.6432135E-01  6.6432133E-01  4.9865641E+00  6.6432190E-01  6.6432187E-01  6.6427647E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  8.8725732E-01  8.8730370E-01  8.8730367E-01  7.7745880E+00  8.8730437E-01  8.8730433E-01  8.8725727E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.6075101E-01  2.6079795E-01  2.6079793E-01  3.3901729E-03  2.6079808E-01  2.6079806E-01  2.6075095E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.0004410E-01  3.0009282E-01  3.0009279E-01  6.3558788E-01  3.0009308E-01  3.0009305E-01  3.0004404E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.6927071E-01  3.6932124E-01  3.6932120E-01  1.5715822E+00  3.6932164E-01  3.6932160E-01  3.6927065E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  4.7669643E-01  4.7674878E-01  4.7674874E-01  2.9266941E+00  4.7674933E-01  4.7674928E-01  4.7669638E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  6.3145051E-01  6.3150472E-01  6.3150466E-01  4.8563006E+00  6.3150542E-01  6.3150536E-01  6.3145046E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  8.4357472E-01  8.4363080E-01  8.4363073E-01  7.5636774E+00  8.4363167E-01  8.4363159E-01  8.4357468E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.4361850E-01  2.4367518E-01  2.4367515E-01  4.0986546E-03  2.4367548E-01  2.4367546E-01  2.4361853E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.8206592E-01  2.8212475E-01  2.8212471E-01  6.2058228E-01  2.8212523E-01  2.8212519E-01  2.8206595E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.4913101E-01  3.4919202E-01  3.4919196E-01  1.5330969E+00  3.4919268E-01  3.4919263E-01  3.4913104E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  4.5244117E-01  4.5250438E-01  4.5250432E-01  2.8533027E+00  4.5250523E-01  4.5250517E-01  4.5244120E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  6.0037398E-01  6.0043941E-01  6.0043933E-01  4.7304656E+00  6.0044047E-01  6.0044039E-01  6.0037400E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  8.0210121E-01  8.0216889E-01  8.0216880E-01  7.3583552E+00  8.0217016E-01  8.0217006E-01  8.0210123E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.2765718E-01  2.2772561E-01  2.2772555E-01  4.9144343E-03  2.2772604E-01  2.2772598E-01  2.2765716E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.6529148E-01  2.6536251E-01  2.6536244E-01  6.0660351E-01  2.6536316E-01  2.6536308E-01  2.6529146E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.3026612E-01  3.3033977E-01  3.3033968E-01  1.4966538E+00  3.3034066E-01  3.3034057E-01  3.3026610E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  4.2960482E-01  4.2968112E-01  4.2968102E-01  2.7830013E+00  4.2968227E-01  4.2968215E-01  4.2960479E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.7097946E-01  5.7105844E-01  5.7105833E-01  4.6087742E+00  5.7105986E-01  5.7105973E-01  5.7097944E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  7.6275021E-01  7.6283190E-01  7.6283177E-01  7.1583140E+00  7.6283361E-01  7.6283346E-01  7.6275019E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.1282812E-01  2.1291080E-01  2.1291073E-01  5.8475521E-03  2.1291139E-01  2.1291130E-01  2.1282812E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.4967897E-01  2.4976477E-01  2.4976468E-01  5.9359574E-01  2.4976566E-01  2.4976555E-01  2.4967897E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.1263012E-01  3.1271908E-01  3.1271897E-01  1.4621202E+00  3.1272030E-01  3.1272017E-01  3.1263013E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  4.0813494E-01  4.0822709E-01  4.0822696E-01  2.7155795E+00  4.0822865E-01  4.0822850E-01  4.0813495E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.4320363E-01  5.4329900E-01  5.4329885E-01  4.4909545E+00  5.4330093E-01  5.4330075E-01  5.4320363E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  7.2544015E-01  7.2553879E-01  7.2553861E-01  6.9632617E+00  7.2554111E-01  7.2554089E-01  7.2544016E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.9909467E-01  1.9919453E-01  1.9919444E-01  6.9077166E-03  1.9919539E-01  1.9919531E-01  1.9909469E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.3518899E-01  2.3529261E-01  2.3529250E-01  5.8150441E-01  2.3529388E-01  2.3529377E-01  2.3518902E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.9617977E-01  2.9628719E-01  2.9628705E-01  1.4293673E+00  2.9628889E-01  2.9628874E-01  2.9617979E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.8798212E-01  3.8809338E-01  3.8809321E-01  2.6508340E+00  3.8809554E-01  3.8809536E-01  3.8798215E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.1698666E-01  5.1710179E-01  5.1710160E-01  4.3767460E+00  5.1710445E-01  5.1710422E-01  5.1698669E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  6.9009374E-01  6.9021279E-01  6.9021257E-01  6.7729198E+00  6.9021596E-01  6.9021570E-01  6.9009377E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.8642305E-01  1.8654366E-01  1.8654353E-01  8.1037112E-03  1.8654479E-01  1.8654465E-01  1.8642302E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.2178514E-01  2.2191027E-01  2.2191011E-01  5.7027540E-01  2.2191195E-01  2.2191177E-01  2.2178512E-01  0.0000000E+00  0.0000000E+00
