PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.4508287784959398E-009   2.1049041445120207E-009   3.0538555088334157E-009   4.4306214575838816E-009   6.4280731172843209E-009   9.3260334688321995E-009   1.3530477745798068E-008   1.9630406500402714E-008   2.8480358684358022E-008   4.1320124001153370E-008   5.9948425031894094E-008   8.6974900261778356E-008   1.2618568830660210E-007   1.8307382802953678E-007   2.6560877829466870E-007   3.8535285937105315E-007   5.5908101825122239E-007   8.1113083078968731E-007   1.1768119524349981E-006   1.7073526474706905E-006   2.4770763559917115E-006   3.5938136638046262E-006   5.2140082879996849E-006   7.5646332755462914E-006   1.0974987654930569E-005   1.5922827933410941E-005   2.3101297000831580E-005   3.3516026509388410E-005   4.8626015800653536E-005   7.0548023107186455E-005   1.0235310218990269E-004   1.4849682622544667E-004   2.1544346900318823E-004   3.1257158496882353E-004   4.5348785081285824E-004   6.5793322465756835E-004   9.5454845666183481E-004   1.3848863713938717E-003   2.0092330025650459E-003   2.9150530628251760E-003   4.2292428743894986E-003   6.1359072734131761E-003   8.9021508544503934E-003   1.2915496650148829E-002   1.8738174228603830E-002   2.7185882427329403E-002   3.9442060594376556E-002   5.7223676593502207E-002   8.3021756813197525E-002  0.10000000000000001       0.11836734693877551       0.13673469387755102       0.15510204081632653       0.17346938775510204       0.19183673469387758       0.21020408163265308       0.22857142857142856       0.24693877551020407       0.26530612244897961       0.28367346938775512       0.30204081632653063       0.32040816326530613       0.33877551020408170       0.35714285714285710       0.37551020408163271       0.39387755102040811       0.41224489795918373       0.43061224489795924       0.44897959183673475       0.46734693877551026       0.48571428571428565       0.50408163265306127       0.52244897959183678       0.54081632653061229       0.55918367346938780       0.57755102040816331       0.59591836734693870       0.61428571428571421       0.63265306122448983       0.65102040816326534       0.66938775510204085       0.68775510204081625       0.70612244897959175       0.72448979591836737       0.74285714285714288       0.76122448979591839       0.77959183673469379       0.79795918367346941       0.81632653061224492       0.83469387755102042       0.85306122448979593       0.87142857142857133       0.88979591836734695       0.90816326530612246       0.92653061224489797       0.94489795918367347       0.96326530612244898       0.98163265306122449        1.0000000000000000     
  0.99999999999999989        1.0768843285925549        1.1642787193942459        1.2640246654080958        1.3783565426534774        1.5099999999999998     
  -5 -4 -3 -2 -1 21  1  2  3  4  5
 0.0000000E+00  0.0000000E+00 -8.3680208E-01 -8.3680529E-01 -8.3679868E-01 -2.2695796E+00 -8.3680404E-01 -8.3679743E-01 -8.3680190E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -8.9063989E-01 -8.9064346E-01 -8.9063614E-01 -3.5638273E+00 -8.9064205E-01 -8.9063473E-01 -8.9063971E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -9.3670604E-01 -9.3670998E-01 -9.3670194E-01 -5.0019943E+00 -9.3670841E-01 -9.3670036E-01 -9.3670587E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -9.6711144E-01 -9.6711576E-01 -9.6710698E-01 -6.5526575E+00 -9.6711401E-01 -9.6710522E-01 -9.6711128E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -9.7281873E-01 -9.7282344E-01 -9.7281389E-01 -8.1487291E+00 -9.7282152E-01 -9.7281196E-01 -9.7281858E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -9.4359730E-01 -9.4360241E-01 -9.4359208E-01 -9.6766887E+00 -9.4360030E-01 -9.4358997E-01 -9.4359716E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -7.8387409E-01 -7.8387836E-01 -7.8386960E-01 -2.2731532E+00 -7.8387702E-01 -7.8386827E-01 -7.8387427E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -8.3354111E-01 -8.3354583E-01 -8.3353619E-01 -3.4825734E+00 -8.3354427E-01 -8.3353462E-01 -8.3354127E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -8.7455129E-01 -8.7455648E-01 -8.7454591E-01 -4.8110546E+00 -8.7455467E-01 -8.7454411E-01 -8.7455143E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -8.9942271E-01 -8.9942837E-01 -8.9941687E-01 -6.2213794E+00 -8.9942633E-01 -8.9941483E-01 -8.9942284E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -8.9965795E-01 -8.9966410E-01 -8.9965163E-01 -7.6413528E+00 -8.9966181E-01 -8.9964934E-01 -8.9965806E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -8.6570446E-01 -8.6571111E-01 -8.6569765E-01 -8.9540524E+00 -8.6570856E-01 -8.6569511E-01 -8.6570456E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -7.3422808E-01 -7.3423371E-01 -7.3422222E-01 -2.2734174E+00 -7.3423172E-01 -7.3422025E-01 -7.3422813E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -7.7986710E-01 -7.7987332E-01 -7.7986067E-01 -3.4009836E+00 -7.7987106E-01 -7.7985844E-01 -7.7986715E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -8.1607604E-01 -8.1608285E-01 -8.1606903E-01 -4.6241576E+00 -8.1608031E-01 -8.1606652E-01 -8.1607609E-01  0.0000000E+00  0.0000000E+00
