PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.4508287784959398E-009   2.1049041445120207E-009   3.0538555088334157E-009   4.4306214575838816E-009   6.4280731172843209E-009   9.3260334688321995E-009   1.3530477745798068E-008   1.9630406500402714E-008   2.8480358684358022E-008   4.1320124001153370E-008   5.9948425031894094E-008   8.6974900261778356E-008   1.2618568830660210E-007   1.8307382802953678E-007   2.6560877829466870E-007   3.8535285937105315E-007   5.5908101825122239E-007   8.1113083078968731E-007   1.1768119524349981E-006   1.7073526474706905E-006   2.4770763559917115E-006   3.5938136638046262E-006   5.2140082879996849E-006   7.5646332755462914E-006   1.0974987654930569E-005   1.5922827933410941E-005   2.3101297000831580E-005   3.3516026509388410E-005   4.8626015800653536E-005   7.0548023107186455E-005   1.0235310218990269E-004   1.4849682622544667E-004   2.1544346900318823E-004   3.1257158496882353E-004   4.5348785081285824E-004   6.5793322465756835E-004   9.5454845666183481E-004   1.3848863713938717E-003   2.0092330025650459E-003   2.9150530628251760E-003   4.2292428743894986E-003   6.1359072734131761E-003   8.9021508544503934E-003   1.2915496650148829E-002   1.8738174228603830E-002   2.7185882427329403E-002   3.9442060594376556E-002   5.7223676593502207E-002   8.3021756813197525E-002  0.10000000000000001       0.11836734693877551       0.13673469387755102       0.15510204081632653       0.17346938775510204       0.19183673469387758       0.21020408163265308       0.22857142857142856       0.24693877551020407       0.26530612244897961       0.28367346938775512       0.30204081632653063       0.32040816326530613       0.33877551020408170       0.35714285714285710       0.37551020408163271       0.39387755102040811       0.41224489795918373       0.43061224489795924       0.44897959183673475       0.46734693877551026       0.48571428571428565       0.50408163265306127       0.52244897959183678       0.54081632653061229       0.55918367346938780       0.57755102040816331       0.59591836734693870       0.61428571428571421       0.63265306122448983       0.65102040816326534       0.66938775510204085       0.68775510204081625       0.70612244897959175       0.72448979591836737       0.74285714285714288       0.76122448979591839       0.77959183673469379       0.79795918367346941       0.81632653061224492       0.83469387755102042       0.85306122448979593       0.87142857142857133       0.88979591836734695       0.90816326530612246       0.92653061224489797       0.94489795918367347       0.96326530612244898       0.98163265306122449        1.0000000000000000     
  0.99999999999999989        1.0768843285925549        1.1642787193942459        1.2640246654080958        1.3783565426534774        1.5099999999999998     
  -5 -4 -3 -2 -1 21  1  2  3  4  5
 0.0000000E+00  0.0000000E+00  8.9296924E-01  9.7291355E-01  9.7291355E-01  1.6254808E-04  9.7291200E-01  9.7291200E-01  8.9296924E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  9.3954170E-01  1.0194415E+00  1.0194415E+00  9.5744040E-01  1.0194398E+00  1.0194398E+00  9.3954171E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.0230288E+00  1.1028825E+00  1.1028825E+00  2.2388669E+00  1.1028807E+00  1.1028807E+00  1.0230288E+00  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.1543268E+00  1.2341328E+00  1.2341328E+00  3.9667492E+00  1.2341309E+00  1.2341309E+00  1.1543268E+00  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.3456394E+00  1.4253962E+00  1.4253962E+00  6.3128007E+00  1.4253942E+00  1.4253942E+00  1.3456394E+00  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.6105367E+00  1.6902427E+00  1.6902427E+00  9.5095391E+00  1.6902407E+00  1.6902406E+00  1.6105367E+00  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  8.3185657E-01  9.1215337E-01  9.1215337E-01  2.0430420E-04  9.1215124E-01  9.1215124E-01  8.3185646E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  8.7648054E-01  9.5669540E-01  9.5669540E-01  9.0563276E-01  9.5669315E-01  9.5669315E-01  8.7648043E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  9.5635311E-01  1.0364850E+00  1.0364850E+00  2.1242959E+00  1.0364827E+00  1.0364826E+00  9.5635301E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.0815803E+00  1.1616283E+00  1.1616283E+00  3.7758026E+00  1.1616258E+00  1.1616258E+00  1.0815802E+00  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.2634161E+00  1.3433791E+00  1.3433791E+00  6.0267290E+00  1.3433765E+00  1.3433765E+00  1.2634160E+00  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.5143151E+00  1.5941921E+00  1.5941921E+00  9.1008498E+00  1.5941894E+00  1.5941894E+00  1.5143150E+00  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  7.7351858E-01  8.5383258E-01  8.5383258E-01  2.5584624E-04  8.5383006E-01  8.5383006E-01  7.7351857E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  8.1633689E-01  8.9653115E-01  8.9653115E-01  8.5713306E-01  8.9652847E-01  8.9652846E-01  8.1633689E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  8.9280675E-01  9.7288084E-01  9.7288083E-01  2.0170210E+00  9.7287799E-01  9.7287797E-01  8.9280674E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.0122846E+00  1.0922381E+00  1.0922381E+00  3.5967489E+00  1.0922351E+00  1.0922350E+00  1.0122846E+00  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.1851304E+00  1.2649627E+00  1.2649627E+00  5.7576531E+00  1.2649595E+00  1.2649595E+00  1.1851303E+00  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.4227551E+00  1.5024658E+00  1.5024658E+00  8.7147052E+00  1.5024625E+00  1.5024624E+00  1.4227551E+00  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  7.1784011E-01  7.9783042E-01  7.9783042E-01  3.1937364E-04  7.9782711E-01  7.9782711E-01  7.1784013E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  7.5898865E-01  8.3882097E-01  8.3882096E-01  8.1180032E-01  8.3881746E-01  8.3881745E-01  7.5898866E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  8.3225642E-01  9.1193093E-01  9.1193092E-01  1.9167078E+00  9.1192722E-01  9.1192720E-01  8.3225643E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  9.4628944E-01  1.0258063E+00  1.0258062E+00  3.4290085E+00  1.0258023E+00  1.0258023E+00  9.4628944E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.1106067E+00  1.1899659E+00  1.1899659E+00  5.5047069E+00  1.1899618E+00  1.1899618E+00  1.1106067E+00  0.0000000E+00  0.0000000E+00
